id,tweet,tweet_length,tweet_cleaned,tweet_clst
1717,@PhillMantis Stop supporting <e>Romney</e> he's going to <a>lose</a> so just quit now....,89,"['PhillMantis', 'Stop', 'support', 'Romney', 'go', 'lose', 'quit']",PhillMantis Stop supporting Romney he 's going to lose so just quit now
1718,"<e>Romney</e> looked @ a ""binder full of women???""  Single mothers are the cause of gun violence???   What nerve How <a>disrespectful!</a>",138,"['Romney', 'look', 'binder', 'full', 'women', 'Single', 'mother', 'cause', 'gun', 'violence', 'nerve', 'disrespectful']",Romney looked a binder full of women Single mothers are the cause of gun violence What nerve How disrespectful
1719,"#Obama <e>Obama</e> goes on <a>attack</a> against Romney in debate rematch: HEMPSTEAD, New York (Reuters) - President Barack O... http://t.co/6n9Twwic",150,"['Obama', 'Obama', 'go', 'attack', 'Romney', 'debate', 'rematch', 'HEMPSTEAD', 'New', 'York', 'Reuters', 'President', 'Barack', 'http']",Obama Obama goes on attack against Romney in debate rematch HEMPSTEAD New York Reuters President Barack O http t.co/6n9Twwic
1720,@ThickNherHips I have to admit ive NEVER heard Obama say that...Lol... But I do agree that <e>Romney</e> is <a>Worse!</a> lol...,128,"['ThickNherHips', 'admit', 'ive', 'NEVER', 'hear', 'Obama', 'say', 'Lol', 'agree', 'Romney', 'Worse', 'lol']",ThickNherHips I have to admit ive NEVER heard Obama say that Lol But I do agree that Romney is Worse lol
1721,<e>Hate</e> <a>Romney</a> but this parody account is funny afffff @YABOYMITT,76,"['Hate', 'Romney', 'parody', 'account', 'funny', 'afffff', 'YABOYMITT']",Hate Romney but this parody account is funny afffff YABOYMITT
1722,@ChristopherFTL says the sexy man in a wife beater :) but I agree <e>Romney</e> looked like an angry out of touch old <a>fart</a>,129,"['ChristopherFTL', 'say', 'sexy', 'man', 'wife', 'beater', 'agree', 'Romney', 'look', 'like', 'angry', 'touch', 'old', 'fart']",ChristopherFTL says the sexy man in a wife beater but I agree Romney looked like an angry out of touch old fart
1723,"I don't blindly trust Obama. But Mitt <e>Romney</e> only cares about the <a>rich,</a> is homophobic, racist, sexist and so much more. SO OBAMA 2012 PLEASE",154,"['blindly', 'trust', 'Obama', 'Mitt', 'Romney', 'care', 'rich', 'homophobic', 'racist', 'sexist', 'much', 'OBAMA', 'PLEASE']",I do n't blindly trust Obama But Mitt Romney only cares about the rich is homophobic racist sexist and so much more SO OBAMA 2012 PLEASE
1724,<e>Romney</e> isn't confused he's just a <a>liar.</a> smh http://t.co/Zm9iUAkN,78,"['Romney', 'confuse', 'liar', 'smh', 'http']",Romney is n't confused he 's just a liar smh http t.co/Zm9iUAkN
1725,<e>Obama</e> clear <a>winner</a> in all major polls. Disastrous night for Romney,80,"['Obama', 'clear', 'winner', 'major', 'poll', 'Disastrous', 'night', 'Romney']",Obama clear winner in all major polls Disastrous night for Romney
1726,"<e>Romney</e> claimed to use a ""binder full of qualified women"" to fill jobs, but doesn't support Affirmative Action or equal pay for <a>women.</a>",147,"['Romney', 'claim', 'use', 'binder', 'full', 'qualify', 'women', 'fill', 'job', 'support', 'Affirmative', 'Action', 'equal', 'pay', 'women']",Romney claimed to use a binder full of qualified women to fill jobs but does n't support Affirmative Action or equal pay for women
1727,"<a>Embarrassing,</a> Romney camp sends blast from Paul Ryan on <e>""Romney</e> Crushing It."" Poor guy must have not seen the debate. #Gulp",137,"['Embarrassing', 'Romney', 'camp', 'send', 'blast', 'Paul', 'Ryan', 'Romney', 'Crushing', 'Poor', 'guy', 'must', 'see', 'debate', 'Gulp']",Embarrassing Romney camp sends blast from Paul Ryan on Romney Crushing It Poor guy must have not seen the debate Gulp
1728,"Polls say <e>Obama</e> <a>won</a> the debate. Oh, time for Republicans to cry polls biased again. Course when polls said Romney won 1st, polls were fine.",153,"['Polls', 'say', 'Obama', 'debate', 'Oh', 'time', 'Republicans', 'cry', 'poll', 'bias', 'Course', 'poll', 'say', 'Romney', 'poll', 'fine']",Polls say Obama won the debate Oh time for Republicans to cry polls biased again Course when polls said Romney won 1st polls were fine
1729,<e>Romney</e> MUST <a>lose.</a> But that's just ONE move. Don't get me twisted. Rage Against The Machine - Testify Music Video: http://t.co/E7L2Z2BK,148,"['Romney', 'MUST', 'lose', 'ONE', 'move', 'get', 'twist', 'Rage', 'Machine', 'Testify', 'Music', 'Video', 'http']",Romney MUST lose But that 's just ONE move Do n't get me twisted Rage Against The Machine Testify Music Video http t.co/E7L2Z2BK
1730,<e>Romney</e> is <a>rude</a> though... #stopinterrupting,56,"['Romney', 'rude', 'though', 'stopinterrupting']",Romney is rude though stopinterrupting
1731,<e>Romney</e> was <a>lying</a> about his binder full of women.  Fact-checked here: http://t.co/gTdOPp8h,103,"['Romney', 'lie', 'binder', 'full', 'women', 'http']",Romney was lying about his binder full of women Fact-checked here http t.co/gTdOPp8h
1732,"First the announcement of BEYONCE doing the Superbowl half time show, then Mr. <e>President</e> <a>spanks</a> Romney's ass...& its just Tuesday, damn.",150,"['First', 'announcement', 'BEYONCE', 'Superbowl', 'half', 'time', 'show', 'Mr', 'President', 'spank', 'Romney', 'ass', 'Tuesday', 'damn']",First the announcement of BEYONCE doing the Superbowl half time show then Mr President spanks Romney 's ass its just Tuesday damn
1733,"@realDonaldTrump: Obama better than last time, but again, <e>@MittRomney</e> <a>wins.</a> Good night. #debate His old ass can go eat a dick",139,"['realDonaldTrump', 'Obama', 'better', 'last', 'time', 'MittRomney', 'win', 'Good', 'night', 'debate', 'old', 'ass', 'go', 'eat', 'dick']",realDonaldTrump Obama better than last time but again MittRomney wins Good night debate His old ass can go eat a dick
1734,@EroniousJones I'm not attacking. I'm just proving you <a>wrong</a> like <e>Romney</e> did to Obama twice now.,110,"['EroniousJones', 'attack', 'prove', 'wrong', 'like', 'Romney', 'Obama', 'twice']",EroniousJones I 'm not attacking I 'm just proving you wrong like Romney did to Obama twice now
1735,AND I think <e>Romney</e> is really messing up with <a>women</a> voters with some of the comments he made. Not to mention he lacks specifics #cnndebate,151,"['think', 'Romney', 'really', 'mess', 'women', 'voters', 'comment', 'make', 'mention', 'lack', 'specifics', 'cnndebate']",AND I think Romney is really messing up with women voters with some of the comments he made Not to mention he lacks specifics cnndebate
1736,"<e>Romney</e> needs to <a>confirm</a> with Romney to understand what the fuck Romney is saying. Make sense? NO, and neither does he.",132,"['Romney', 'need', 'confirm', 'Romney', 'understand', 'fuck', 'Romney', 'say', 'Make', 'sense', 'neither']",Romney needs to confirm with Romney to understand what the fuck Romney is saying Make sense NO and neither does he
1737,That's how Mormons get down LOL RT @Esquiremoore: Where can I find a binder full of <a>women?</a> Mitt <e>Romney</e> knows.  LOL!,129,"['Mormons', 'get', 'LOL', 'RT', 'Esquiremoore', 'find', 'binder', 'full', 'women', 'Mitt', 'Romney', 'know', 'LOL']",That 's how Mormons get down LOL RT Esquiremoore Where can I find a binder full of women Mitt Romney knows LOL
1738,"My Timeline: Obama. obama. <e>OBAMA.</e> <a>Fuck</a> Romney. Obama, Obama, OBAMA... And Some Hoe Talkin Bout How She Lonely!",124,"['Timeline', 'Obama', 'obama', 'OBAMA', 'Fuck', 'Romney', 'Obama', 'Obama', 'OBAMA', 'Hoe', 'Talkin', 'Bout', 'Lonely']",My Timeline Obama obama OBAMA Fuck Romney Obama Obama OBAMA And Some Hoe Talkin Bout How She Lonely
1739,Photo: reagan-was-a-horrible-president: Mitt <e>Romney</e> started out the debate <a>lying</a> about Pell Grants and... http://t.co/Vj5uaGEU,140,"['Photo', 'Mitt', 'Romney', 'start', 'debate', 'lie', 'Pell', 'Grants', 'http']",Photo reagan-was-a-horrible-president Mitt Romney started out the debate lying about Pell Grants and http t.co/Vj5uaGEU
1740,I wonder if <e>Romney</e> has my name in his binder full of <a>women?</a>,73,"['wonder', 'Romney', 'name', 'binder', 'full', 'women']",I wonder if Romney has my name in his binder full of women
1741,"<e>Fuck</e> Mitt <a>Romney,</a> mormon faggot piece of shit RT @altamirano29: Mitt",82,"['Fuck', 'Mitt', 'Romney', 'mormon', 'faggot', 'piece', 'shit', 'RT', 'Mitt']",Fuck Mitt Romney mormon faggot piece of shit RT altamirano29 Mitt
1742,@MittRomney @barackobama @joebiden tonight's debate showed who does have a plan being #Obama & U <e>#Romney</e> had <a>lies</a> so no I won't support U,151,"['MittRomney', 'barackobama', 'joebiden', 'tonight', 'debate', 'show', 'plan', 'Obama', 'U', 'Romney', 'lie', 'wo', 'support', 'U']",MittRomney barackobama joebiden tonight 's debate showed who does have a plan being Obama U Romney had lies so no I wo n't support U
1743,No Food .. <e>Romney's</e> <a>Fault</a> .,41,"['Food', 'Romney', 'Fault']",No Food Romney 's Fault
1744,"only one great winner tonite, PROF. OBAMA. <e>Romney</e> snubbed single <a>parenthood.</a> He just does not get it.",115,"['one', 'great', 'winner', 'tonite', 'PROF', 'OBAMA', 'Romney', 'snub', 'single', 'parenthood', 'get']",only one great winner tonite PROF OBAMA Romney snubbed single parenthood He just does not get it
1745,#CNNdebateCNN you need a calculator too! It was 100% obvious that <e>Obama</e> <a>won</a> tonight's debate at 100%! Expose Romney's teary eyes!!!,145,"['CNNdebateCNN', 'need', 'calculator', 'obvious', 'Obama', 'tonight', 'debate', 'Expose', 'Romney', 'teary', 'eye']",CNNdebateCNN you need a calculator too It was 100 obvious that Obama won tonight 's debate at 100 Expose Romney 's teary eyes
1746,<e>Romney</e> debate <a>performance</a> was bad so thinking of bringing Bush out of mothballs! Decide to send Ryan to Krispie Kreme to fill in donut holes,154,"['Romney', 'debate', 'performance', 'bad', 'think', 'bring', 'Bush', 'mothball', 'Decide', 'send', 'Ryan', 'Krispie', 'Kreme', 'fill', 'donut', 'hole']",Romney debate performance was bad so thinking of bringing Bush out of mothballs Decide to send Ryan to Krispie Kreme to fill in donut holes
1747,"@BobMcDonnell -Clear choice is <e>Romney</e> who has his <a>values,</a> but not a shred of <a>moral</a> decency. I'm voting 4 the real deal: President Obama.",157,"['BobMcDonnell', 'Clear', 'choice', 'Romney', 'value', 'shred', 'moral', 'decency', 'vote', 'real', 'deal', 'President', 'Obama']",BobMcDonnell Clear choice is Romney who has his values but not a shred of moral decency I 'm voting 4 the real deal President Obama
1748,"<e>""Romney</e> can't even name three Ramen noodle flavors. He don't know the <a>struggle.""</a> http://t.co/dpbOoCx5",115,"['Romney', 'ca', 'even', 'name', 'three', 'Ramen', 'noodle', 'flavor', 'know', 'struggle', 'http']",Romney ca n't even name three Ramen noodle flavors He do n't know the struggle http t.co/dpbOoCx5
1749,"<a>Question:</a> ""What color is the sky?"" <e>Romney:</e> ""I've seen the sky all my life, I owned it. I saw Jesus, Obama never saw jesus."" NIGGA, SAY BLUE.",154,"['Question', 'color', 'sky', 'Romney', 'see', 'sky', 'life', 'own', 'saw', 'Jesus', 'Obama', 'never', 'saw', 'jesus', 'NIGGA', 'SAY', 'BLUE']",Question What color is the sky Romney I 've seen the sky all my life I owned it I saw Jesus Obama never saw jesus NIGGA SAY BLUE
1750,@hessicawithaj <e>Obama</e> <a>killed</a> Romney in this debate. Did you watch it?,82,"['hessicawithaj', 'Obama', 'kill', 'Romney', 'debate', 'watch']",hessicawithaj Obama killed Romney in this debate Did you watch it
1751,"<e>Romney</e> said""borrow <a>money</a> from your parents for college"" that just shows Romney thinks we all have money to throw around like its nothing .",152,"['Romney', 'say', 'borrow', 'money', 'parent', 'college', 'show', 'Romney', 'think', 'money', 'throw', 'around', 'like', 'nothing']",Romney said borrow money from your parents for college that just shows Romney thinks we all have money to throw around like its nothing
1752,"I <e>won't</e> <a>vote</a> for Obama for certain reasons, I won't vote for <a>Romney</a> for certain reasons. Therefore during the election ill be drunk. #cheers",161,"['wo', 'vote', 'Obama', 'certain', 'reason', 'wo', 'vote', 'Romney', 'certain', 'reason', 'Therefore', 'election', 'ill', 'drink', 'cheer']",I wo n't vote for Obama for certain reasons I wo n't vote for Romney for certain reasons Therefore during the election ill be drunk cheers
1753,@Jmaleee's existence. <e>Romney's</e> <a>fault.</a>,51,"['Jmaleee', 'existence', 'Romney', 'fault']",Jmaleee 's existence Romney 's fault
1754,<e>Obama</e> Goes on <a>Attack</a> Against Romney in Debate Rematch: U.S. President Barack Obama and Republican rival Mitt Rom... http://t.co/IdEutA9v,150,"['Obama', 'Goes', 'Attack', 'Romney', 'Debate', 'Rematch', 'President', 'Barack', 'Obama', 'Republican', 'rival', 'Mitt', 'Rom', 'http']",Obama Goes on Attack Against Romney in Debate Rematch U.S President Barack Obama and Republican rival Mitt Rom http t.co/IdEutA9v
1755, VIDEO: <e>MITT ROMNEY</e> <a>BROKEN PROMISES</a>: A LOOK at <e>Romney</e>'s #Massachusetts RECORD http://t.co/GfUQUmHM @stefcutter,131,"['VIDEO', 'MITT', 'ROMNEY', 'BROKEN', 'PROMISES', 'LOOK', 'Romney', 'Massachusetts', 'RECORD', 'http', 'stefcutter']",VIDEO MITT ROMNEY BROKEN PROMISES A LOOK at Romney 's Massachusetts RECORD http t.co/GfUQUmHM stefcutter
1756, <e>Mitt Romney</e> is a businessman who has created many <a>jobs</a> in China and elsewhere for <a>profit</a>. #FightForJobs in the USA #Sensata,145,"['Mitt', 'Romney', 'businessman', 'create', 'many', 'job', 'China', 'elsewhere', 'profit', 'FightForJobs', 'USA', 'Sensata']",Mitt Romney is a businessman who has created many jobs in China and elsewhere for profit FightForJobs in the USA Sensata
1757, @Morning_Joe I would think the <a>lies</a> <e>Ryan</e> & <e>Romney</e> tell would be more insulting,100,"['Morning_Joe', 'would', 'think', 'lie', 'Ryan', 'Romney', 'tell', 'would', 'insult']",Morning_Joe I would think the lies Ryan Romney tell would be more insulting
1758, 30 <e>Romney</e> <a>Lies</a> Nailed in Video http://t.co/TSqMh7IC,66,"['Romney', 'Lies', 'Nailed', 'Video', 'http']",30 Romney Lies Nailed in Video http t.co/TSqMh7IC
1759," <e>Mitt Romney</e>'s plan for a ""<a>middle class tax cut</a>"" would provide zero benefits to 73.9 percent of the middle class.[ThinkProgress",141,"['Mitt', 'Romney', 'plan', 'middle', 'class', 'tax', 'cut', 'would', 'provide', 'zero', 'benefit', 'percent', 'middle', 'class', 'ThinkProgress']",Mitt Romney 's plan for a middle class tax cut would provide zero benefits to 73.9 percent of the middle class ThinkProgress
1760, <a>War</a> on the streets if <e>Romney</e> <a>wins</a> http://t.co/DgyqQzXJ,76,"['War', 'streets', 'Romney', 'win', 'http']",War on the streets if Romney wins http t.co/DgyqQzXJ
1761, <e>Romney</e> = <a>financial manipulator</a>,45,"['Romney', 'financial', 'manipulator']",Romney financial manipulator
1762, @gotpolitics …I seriously doubt that <e>Romney</e> has <a>changed</a> many female minds...,91,"['gotpolitics', 'seriously', 'doubt', 'Romney', 'change', 'many', 'female', 'mind']",gotpolitics …I seriously doubt that Romney has changed many female minds
1763, <e>Romney</e>'s <a>Latest Health Care Quote</a> Is A Reminder Of How Little He Understands The Rest Of America. | The New Republic http://t.co/LtD7173L,152,"['Romney', 'Latest', 'Health', 'Care', 'Quote', 'Reminder', 'Little', 'Understands', 'Rest', 'America', 'New', 'Republic', 'http']",Romney 's Latest Health Care Quote Is A Reminder Of How Little He Understands The Rest Of America The New Republic http t.co/LtD7173L
1764, Mr. <e>Romney</e> Needs a Working Calculator http://t.co/EGHmhC3w,66,"['Mr', 'Romney', 'Needs', 'Working', 'Calculator', 'http']",Mr Romney Needs a Working Calculator http t.co/EGHmhC3w
1765, A <e>Romney</e>-<e>Ryan</e> victory could result in the <a>recriminalization of abortion</a> in much of America: http://t.co/VL3WAySI,134,"['victory', 'could', 'result', 'recriminalization', 'abortion', 'much', 'America', 'http']",A Romney-Ryan victory could result in the recriminalization of abortion in much of America http t.co/VL3WAySI
1766, I'm not <a>voting</a> for Shit <e>Romney</e>,45,"['vote', 'Shit', 'Romney']",I 'm not voting for Shit Romney
1767," Since <e>Romney</e>'s <a>tax plan</a> is ""mathematically impossible""",69,"['Since', 'Romney', 'tax', 'plan', 'mathematically', 'impossible']",Since Romney 's tax plan is mathematically impossible
1768, I'm clearly gonna have to delete those <e>Romney</e> tweets. I only want to spread <a>true bad things </a>about him,116,"['clearly', 'gon', 'na', 'delete', 'Romney', 'tweet', 'want', 'spread', 'true', 'bad', 'things']",I 'm clearly gon na have to delete those Romney tweets I only want to spread true bad things about him
1769, The only thing <e>Romney</e> ever created is <a>chaos and joblessness</a> for Americans. His <a>health care</a> in Mass was <e>Kennedy</e>'s doing. He did create <a>debt</a>.,175,"['thing', 'Romney', 'ever', 'create', 'chaos', 'joblessness', 'Americans', 'health', 'care', 'Mass', 'Kennedy', 'create', 'debt']",The only thing Romney ever created is chaos and joblessness for Americans His health care in Mass was Kennedy 's doing He did create debt
1770, <e>Mitt Romney</e>'s 'new math' for <a>jobs plan</a> doesn't add up:http://t.co/YKQrzACL,89,"['Mitt', 'Romney', 'math', 'job', 'plan', 'add', 'http']",Mitt Romney 's 'new math for jobs plan does n't add up http t.co/YKQrzACL
1771, Unmasking <e>Mitt Romney</e> as an <a>economic sham</a> - Washington Post (blog) http://t.co/CYiy6E91,102,"['Unmasking', 'Mitt', 'Romney', 'economic', 'sham', 'Washington', 'Post', 'blog', 'http']",Unmasking Mitt Romney as an economic sham Washington Post blog http t.co/CYiy6E91
1772, Hopeless loser <e>Romney</e> now <a>running</a> even among women in swing states,81,"['Hopeless', 'loser', 'Romney', 'run', 'even', 'among', 'women', 'swing', 'state']",Hopeless loser Romney now running even among women in swing states
1773,I had a nightmare that <e>Mitt Romney</e> won the <a>election</a>. That shit was not pretty.,92,"['nightmare', 'Mitt', 'Romney', 'election', 'shit', 'pretty']",I had a nightmare that Mitt Romney won the election That shit was not pretty
1774, @auntmaryg @dailykos #<e>Romney</e> I see his smile is fake,60,"['auntmaryg', 'dailykos', 'Romney', 'see', 'smile', 'fake']",auntmaryg dailykos Romney I see his smile is fake
1775, <e>Economists</e> believe <e>Romney</e>'s <a>economic plan</a> will take US into recession; at best +87K jobs,110,"['Economists', 'believe', 'Romney', 'economic', 'plan', 'take', 'US', 'recession', 'best', 'job']",Economists believe Romney 's economic plan will take US into recession at best 87K jobs
1776, <e>Romney</e> would <a>claim</a> some lie tonight,50,"['Romney', 'would', 'claim', 'lie', 'tonight']",Romney would claim some lie tonight
1777, From the new http://t.co/sPq6J46O: Basis for <e>Romney</e>'s <a>tax plan</a> questioned http://t.co/5GCWDy6Q #cnn,114,"['new', 'http', 'Basis', 'Romney', 'tax', 'plan', 'question', 'http', 'cnn']",From the new http t.co/sPq6J46O Basis for Romney 's tax plan questioned http t.co/5GCWDy6Q cnn
1778, <e>Romney</e> <a>Learning</a> How To Pretend To Be Human http://t.co/oCQBXJcF,78,"['Romney', 'Learning', 'Pretend', 'Human', 'http']",Romney Learning How To Pretend To Be Human http t.co/oCQBXJcF
1779, I find it astounding that so many are willing and ready to <a>vote</a> for <e>Romney</e>. Are ppl gullible or just profoundly stupid?,134,"['find', 'astound', 'many', 'will', 'ready', 'vote', 'Romney', 'ppl', 'gullible', 'profoundly', 'stupid']",I find it astounding that so many are willing and ready to vote for Romney Are ppl gullible or just profoundly stupid
1780,You know I've been thinking. Why is anybody <a>voting</a> for <e>Romney</e>? Like <e>he</e> has yet to say his plan that will HELP the <a>economy</a>. #confused,160,"['know', 'think', 'anybody', 'vote', 'Romney', 'Like', 'yet', 'say', 'plan', 'HELP', 'economy', 'confuse']",You know I 've been thinking Why is anybody voting for Romney Like he has yet to say his plan that will HELP the economy confused
1781, 2nd Presidential Debate tonight. Lets see if <e>Mitt Romney</e> <a>say</a> something stupid again,98,"['Presidential', 'Debate', 'tonight', 'Lets', 'see', 'Mitt', 'Romney', 'say', 'something', 'stupid']",2nd Presidential Debate tonight Lets see if Mitt Romney say something stupid again
1782, <e>Romney</e> is the <a>epitome of a contradiction</a>.,56,"['Romney', 'epitome', 'contradiction']",Romney is the epitome of a contradiction
1783, I always forget there are people who actually like <e>Mitt Romney</e>...,73,"['always', 'forget', 'people', 'actually', 'like', 'Mitt', 'Romney']",I always forget there are people who actually like Mitt Romney
1784, I never knew that <e>Mitt Romney</e>'s <a>tax returns</a> had Stealth Technology!,82,"['never', 'know', 'Mitt', 'Romney', 'tax', 'return', 'Stealth', 'Technology']",I never knew that Mitt Romney 's tax returns had Stealth Technology
1785, <e>DNC</e> Mocks <e>Romney</e> <a>Tax Plan</a> With Web Trick http://t.co/059oaW39 #advertising #news,102,"['DNC', 'Mocks', 'Romney', 'Tax', 'Plan', 'Web', 'Trick', 'http', 'advertise', 'news']",DNC Mocks Romney Tax Plan With Web Trick http t.co/059oaW39 advertising news
1786, #<e>Romney</e>'s a great salesman. His last #<a>debate</a> 'victory' was based on <a>ability to falsify</a> with a convincing smile,132,"['Romney', 'great', 'salesman', 'last', 'debate', 'base', 'ability', 'falsify', 'convince', 'smile']",Romney 's a great salesman His last debate 'victory was based on ability to falsify with a convincing smile
1787, Missing from <e>Romney</e>'s <a>tax plan</a>: Reality http://t.co/DscBo4jv via @FortuneMagazine,96,"['Missing', 'Romney', 'tax', 'plan', 'Reality', 'http', 'via', 'FortuneMagazine']",Missing from Romney 's tax plan Reality http t.co/DscBo4jv via FortuneMagazine
1788, <e>Romney</e>'s <a>plan</a> can't create 12 million <a>jobs</a>. http://t.co/n8rdlPg3 #Romney #47percent,105,"['Romney', 'plan', 'ca', 'create', 'million', 'job', 'http', 'Romney']",Romney 's plan ca n't create 12 million jobs http t.co/n8rdlPg3 Romney 47percent
1789, Read about <e>Romney</e>'s <a>tax plan</a> (chuckle) http://t.co/LA6OQVPw,74,"['Read', 'Romney', 'tax', 'plan', 'chuckle', 'http']",Read about Romney 's tax plan chuckle http t.co/LA6OQVPw
1790, <e>Americans</e> do not need <e>Mitt Romney</e>.Past decade of <a>irresponsible policies</a> lead the Country to disasters.Thousands of our best died in wars,158,"['Americans', 'need', 'Mitt', 'decade', 'irresponsible', 'policies', 'lead', 'Country', 'best', 'die', 'war']",Americans do not need Mitt Romney.Past decade of irresponsible policies lead the Country to disasters.Thousands of our best died in wars
1791,I report all <e>Mitt Romney</e> stories/photos on my Facebook timeline as spam.,79,"['report', 'Mitt', 'Romney', 'Facebook', 'timeline', 'spam']",I report all Mitt Romney stories/photos on my Facebook timeline as spam
1792, <e>Romney</e> will be a hands off <a>money pocketing</a> president he will do what's best for the interest of the already rich....,131,"['Romney', 'hand', 'money', 'pocket', 'president', 'best', 'interest', 'already', 'rich']",Romney will be a hands off money pocketing president he will do what 's best for the interest of the already rich
1793, I fucking hate <e>Mitt Romney</e>.,35,"['fuck', 'hate', 'Mitt', 'Romney']",I fucking hate Mitt Romney
1794, If <e>Americans</e> actually <a>elect</a> <e>Romney</e> president <e>I</e> think we should stop talking to them until they've all been to the psychologist,155,"['Americans', 'actually', 'elect', 'Romney', 'president', 'think', 'stop', 'talk', 'psychologist']",If Americans actually elect Romney president I think we should stop talking to them until they 've all been to the psychologist
1795, <e>Mitt Romney</e>'s <a>Voucher Medicare Plan</a> Would Be Costly for Florida,78,"['Mitt', 'Romney', 'Voucher', 'Medicare', 'Plan', 'Would', 'Costly', 'Florida']",Mitt Romney 's Voucher Medicare Plan Would Be Costly for Florida
1796, <e>Romney</e> has NO <a>viable economic plan</a>,49,"['Romney', 'viable', 'economic', 'plan']",Romney has NO viable economic plan
1797, <e>Mitt Romney</e> Needs a Working Calculator - http://t.co/5rR84JgO http://t.co/awoLBNLg,90,"['Mitt', 'Romney', 'Needs', 'Working', 'Calculator', 'http', 'http']",Mitt Romney Needs a Working Calculator http t.co/5rR84JgO http t.co/awoLBNLg
1798, Breaking News: <e>Romney</e>'s <a>tax plan</a> finally explained !! http://t.co/83hKol4T,89,"['Breaking', 'News', 'Romney', 'tax', 'plan', 'finally', 'explain', 'http']",Breaking News Romney 's tax plan finally explained http t.co/83hKol4T
1799, Silly #<e>Romney</e> doesn't understand how <a>supporting his argument</a> works. @Upworthy http://t.co/B1THadVO,113,"['Silly', 'Romney', 'understand', 'support', 'argument', 'work', 'Upworthy', 'http']",Silly Romney does n't understand how supporting his argument works Upworthy http t.co/B1THadVO
1800, <e>Romney</e> Is Attacked by His Father's Longtime Aide http://t.co/d3oTviA9,77,"['Romney', 'Attacked', 'Father', 'Longtime', 'Aide', 'http']",Romney Is Attacked by His Father 's Longtime Aide http t.co/d3oTviA9
1801, The reason <e>I</e> truly dislike <e>Mitt Romney</e> is because of his views on gay rights and women's rights.,111,"['reason', 'truly', 'dislike', 'Mitt', 'Romney', 'view', 'gay', 'right', 'women', 'right']",The reason I truly dislike Mitt Romney is because of his views on gay rights and women 's rights
1802, You can't trust a man who changes his programs with each <a>speaking engagement</a>! <e>Romney</e>: The Wong Man! #Fairfax #Florida #Ohio #Toledo #MO #NY,154,"['ca', 'trust', 'man', 'change', 'program', 'speak', 'engagement', 'Romney', 'Wong', 'Man', 'Fairfax', 'Florida', 'Ohio', 'Toledo', 'MO', 'NY']",You ca n't trust a man who changes his programs with each speaking engagement Romney The Wong Man Fairfax Florida Ohio Toledo MO NY
1803," ""<e>Mitt Romney</e> is playing a game with <e>America</e>'s middle class. And we call that game Mittnopoly."" - Rep. Cotham announcing http://t.co/d4EG579W",155,"['Mitt', 'Romney', 'play', 'game', 'America', 'middle', 'class', 'call', 'game', 'Mittnopoly', 'Rep', 'Cotham', 'announce', 'http']",Mitt Romney is playing a game with America 's middle class And we call that game Mittnopoly Rep Cotham announcing http t.co/d4EG579W
1804, <e>Romney</e>'s <a>plan</a> does not add up http://t.co/pv907cTW,65,"['Romney', 'plan', 'add', 'http']",Romney 's plan does not add up http t.co/pv907cTW
1805, Kinda keeping the same theme - <e>Mitt Romney</e> doesn't appear <a>competent</a> enough to run a bath,103,"['Kinda', 'keep', 'theme', 'Mitt', 'Romney', 'appear', 'competent', 'enough', 'run', 'bath']",Kinda keeping the same theme Mitt Romney does n't appear competent enough to run a bath
1806, I really hope <e>Romney</e> loses,34,"['really', 'hope', 'Romney', 'lose']",I really hope Romney loses
1807, <e>Romney</e> WILL <a>make a big mistake</a> this evening,58,"['Romney', 'make', 'big', 'mistake', 'even']",Romney WILL make a big mistake this evening
1808, I am so tired of seeing <e>Mitt Romney</e>'s stupid face EVERYWHERE.,69,"['tire', 'see', 'Mitt', 'Romney', 'stupid', 'face', 'EVERYWHERE']",I am so tired of seeing Mitt Romney 's stupid face EVERYWHERE
1809, <e>Romney</e> Warned Against Pointing Fingers At Bush Administration After 9/11 Attacks http://t.co/2xpKZ34u via @thinkprogress,128,"['Romney', 'Warned', 'Pointing', 'Fingers', 'Bush', 'Administration', 'Attacks', 'http', 'via', 'thinkprogress']",Romney Warned Against Pointing Fingers At Bush Administration After 9/11 Attacks http t.co/2xpKZ34u via thinkprogress
1810, <e>Mitt Romney</e> had a 65% <a>DISAPPROVAL Rating</a> when he left as Massachusetts Governor. #Florida #Orlando #Tampa #Jacksonville #MO #VA #Virginia,152,"['Mitt', 'Romney', 'DISAPPROVAL', 'Rating', 'leave', 'Massachusetts', 'Governor', 'Florida', 'Orlando', 'Tampa', 'Jacksonville', 'MO', 'VA', 'Virginia']",Mitt Romney had a 65 DISAPPROVAL Rating when he left as Massachusetts Governor Florida Orlando Tampa Jacksonville MO VA Virginia
1811, @umairh I think your <a>question</a> can be manipulated by @<e>MittRomney</e> quite easily w/ flip-flops,105,"['umairh', 'think', 'question', 'manipulate', 'MittRomney', 'quite', 'easily', 'w']",umairh I think your question can be manipulated by MittRomney quite easily w flip-flops
1812, <e>Mitt Romney</e> don't even know what his own <a>plan</a> is yet,67,"['Mitt', 'Romney', 'even', 'know', 'plan', 'yet']",Mitt Romney do n't even know what his own plan is yet
1813, Even tho I would NEVER <a>vote</a> for <e>Mitt Romney</e>,58,"['Even', 'tho', 'would', 'NEVER', 'vote', 'Mitt', 'Romney']",Even tho I would NEVER vote for Mitt Romney
